,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
3036,1.93916830551638e+17,🍬 Shiru 🍒🍭,2162,Is the xmas events only in the village? D: WHEN IS IT ENDING omg? 😢,2019-12-21T07:05:04Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
3038,5.758306686014586e+17,hellzmango,8394,"Same here. I have difficulty getting Pippi to accept the present. I interacted with her in both the graveyard and cave, but neither works. Maybe a glitch?<:pipi:622854680216600587>",2019-12-21T04:20:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3040,5.225669532193914e+17,larsen01,6303,Ah nevermind. You can click him and he will send you there. Cool!,2019-12-21T02:34:47Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
3041,5.225669532193914e+17,larsen01,6303,I have a gift for a “bartender” but I don’t know how to get to the capsule hotel since I have too many carrots. The last several times I’ve been here Tsuki hasn’t gone there....,2019-12-21T02:33:59Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3042,5.225669532193914e+17,larsen01,6303,Nikolai in the great city.,2019-12-21T02:33:37Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
3047,3.511583207923384e+17,stephdoesstuff,6618,Does anyone know how to give Hugo his gift?  The conversation doesn't come up where I can give it to him,2019-12-21T00:51:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
3048,5.6012781765276474e+17,agoela,541,It's a bug,2019-12-20T23:19:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
3049,6.050709645767475e+17,Sandy Bunny,2735,"Whatever, i like it.",2019-12-20T22:04:04Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
3050,6.050709645767475e+17,Sandy Bunny,2735,"I bought a christmas wallpaper (snow) , but this is what I got:",2019-12-20T22:03:28Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3060,6.524210371659039e+17,naden,9016,So cute! I am loving this update and all the snow bunnies,2019-12-20T16:41:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3062,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,"Thought so too!
Could be their cousins?
Since both keep sending Tsuki carrots while he's away",2019-12-20T14:43:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3063,6.425571750376899e+17,EmAwake247,8736,Are those in the neighbouring boxes actually Moca and Chi?,2019-12-20T14:39:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3064,5.5753133190335686e+17,EmmyTheEnvyofHumans'sfriend,3680,||NIKOLAI?!!||,2019-12-20T14:38:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
3065,5.6012781765276474e+17,agoela,541,||who made the snow bunnies||,2019-12-20T12:15:19Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3066,6.417876429331497e+17,Here There Be Dragons,8771,"<@!358938705160962050>  I wish we could gang up on him, LOL! Yes",2019-12-20T05:52:29Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3068,6.417876429331497e+17,Here There Be Dragons,8771,Maybe put a firecracker in his cigarettes?,2019-12-20T05:54:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
3075,1.0644108992106904e+17,Christian,5864,I love how he continues to steal from you LOL,2019-12-20T04:30:39Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3076,6.417876429331497e+17,Here There Be Dragons,8771,Ken continues to be a shady character,2019-12-20T04:27:37Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3077,6.417876429331497e+17,Here There Be Dragons,8771,<@!214744043697995776>  Thank you!,2019-12-20T04:05:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3078,2.1474404369799578e+17,Fredd8,6409,Good to have you here,2019-12-20T03:37:44Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,east,sea,sea
3079,2.1474404369799578e+17,Fredd8,6409,XDD Aww,2019-12-20T03:37:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
3080,6.417876429331497e+17,Here There Be Dragons,8771,<@!214744043697995776> I didn’t start the game until after the moon cake update but I think I would have recognized it anyways.  My boys are 25 and 30 years old now but I still remember having to pick them up when I could so they could see they weren’t missing anything.  Otherwise it was like they had springs on their feet.,2019-12-20T03:29:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3081,2.1474404369799578e+17,Fredd8,6409,"To be honest I 'thought' it was a child. 
But then I could not see said child anywhere (this was before the mooncake update)
So I wondered if it's his tail instead and tried to catch a screenshot and found out ""oh it's a child""",2019-12-20T03:25:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3082,6.417876429331497e+17,Here There Be Dragons,8771,<@!214744043697995776>  I’m sure I did too!,2019-12-20T03:24:54Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3083,2.1474404369799578e+17,Fredd8,6409,I actually realised that quickly too since I used to do that as a kid XD,2019-12-20T03:24:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
3084,6.417876429331497e+17,Here There Be Dragons,8771,"Lol to everyone that thought Pipi was Yori’s tail!  If you’ve been around little kids a lot, especially as a parent I think you catch on quicker!  I don’t know how many times I had to make my kids stop jumping up and down trying to see over a counter when they were little!",2019-12-20T03:23:45Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3086,2.1474404369799578e+17,Fredd8,6409,I'll wait for his teatime in Momo's teashop I guess,2019-12-20T03:23:03Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3088,2.1474404369799578e+17,Fredd8,6409,I tried to give it to moca but he was asleep XD,2019-12-20T03:12:43Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
3101,6.410800419413688e+17,Eveninglight,2698,"*What are you hiding, Ed?*",2019-12-20T02:26:58Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3102,2.1474404369799578e+17,Fredd8,6409,Im dead pipi has killed me with cuteness,2019-12-20T01:04:18Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,sea
3104,5.76798426948436e+17,spygirl,6975,Thank you <@616460127754780692> & <@567670264620384256>,2019-12-19T01:31:01Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
3109,2.1474404369799578e+17,Fredd8,6409,<@473533056162988032> I did but I assumed Yori was the same age as Tsuki's granddad!,2019-12-19T06:59:31Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3110,2.1474404369799578e+17,Fredd8,6409,"He likes to refer to himself as old too so it's like ""wut""",2019-12-19T06:59:56Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
3117,5.76798426948436e+17,spygirl,6975,<@652421037165903873>   When & where does the hamburger scene occur?,2019-12-19T00:58:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,eu,east,east,east,east,eu
3122,3.590005478415401e+17,A Literal God,3753,"Tsuki doing the mash, the monster mash",2019-12-18T16:22:37Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3125,6.524210371659039e+17,naden,9016,Poor Tsuki seems to always be waiting on Chi...,2019-12-18T16:17:14Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3128,6.432732633294438e+17,racquel,6344,Waiting for Chi to wake up!!!,2019-12-18T12:13:06Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3129,6.524210371659039e+17,naden,9016,O.M.Burger! #tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-18T03:57:25Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,sea,sea
3141,4.73533056162988e+17,츠설(tsushol),8891,<@363491361535819788> When he was 12 years old.,2019-12-18T00:00:46Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3142,6.120854828131287e+17,Parasanity,6882,If I had any 😂,2019-12-17T22:29:41Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3143,6.432732633294438e+17,racquel,6344,Nothing like spending quality time with friends!!!,2019-12-17T22:25:25Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3145,6.524210371659039e+17,naden,9016,Hahaha - I haven't seen that guy before. I like how Tsuki just lets it all hang out,2019-12-17T17:26:45Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3146,4.73533056162988e+17,츠설(tsushol),8891,Check this site   > https://tsuki-adventure.fandom.com/wiki/Yori,2019-12-17T17:20:16Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3147,4.73533056162988e+17,츠설(tsushol),8891,There is a saying in the line.,2019-12-17T17:19:51Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
3148,4.73533056162988e+17,츠설(tsushol),8891,"Hey Tsuki, come come, I've got a story to tell you. Do you have time to hear an old man's story?
(I always have time for one of your stories!) I still remember, when I was about 12 years old, my dad bought me a fishing rod for my birthday. From then on, I started fishing every day, your grandpa started fishing together with me after a while and we became fishing buddies. We would meet up and fish at least thrice a week. I still remember those days...",2019-12-17T17:19:47Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3149,4.73533056162988e+17,츠설(tsushol),8891,Did you hear the story of Yori properly?,2019-12-17T17:18:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3150,2.1474404369799578e+17,Fredd8,6409,"...wait a minute. 
If Yori is the same age as Tsuki's grandad/or at least quite old 

How did he get Pipi 
Either through adoption or was Midoya... quite young? I mean I'm not against it if they really loved each other but that's a rare relationship. 

I mean the other option is that she was pregnant when she was old and that's... a little disturbing too XD",2019-12-17T16:06:11Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,east,east,east,east
3151,6.432732633294438e+17,racquel,6344,I just want to squeeze that adorable little marshmallow!!!,2019-12-17T12:06:30Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,sea,eu
3153,6.278752497274716e+17,shereeny,4107,"tsuki, using your jump rope on ICE?? dangerous! 😮",2019-12-17T11:35:15Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3154,2.8202264850936627e+17,The Moon,9223,Thank you!,2019-12-17T08:22:57Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3155,5.495312660645806e+17,ApexPredator,8840,Jk,2019-12-17T08:13:35Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3156,5.495312660645806e+17,ApexPredator,8840,Tsuki noob,2019-12-17T08:13:15Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3157,5.495312660645806e+17,ApexPredator,8840,Need more ghosts,2019-12-17T05:21:43Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3158,5.495312660645806e+17,ApexPredator,8840,<:GWcorbinTopKek:384871333705678868>,2019-12-17T05:21:45Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3160,2.8202264850936627e+17,The Moon,9223,"I put my phone down for a bit and after a bit I looked down and saw this. What happened? I was at tsuki's house, how did I get here?",2019-12-17T07:47:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3171,2.1474404369799578e+17,Fredd8,6409,He just wants to know da way,2019-12-16T15:16:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,east,east,sea,east,east,sea
3174,2.1474404369799578e+17,Fredd8,6409,Kidding XD,2019-12-16T09:29:15Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
3175,2.1474404369799578e+17,Fredd8,6409,Sonic is blue dumbass,2019-12-16T09:29:12Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
3182,6.432732633294438e+17,racquel,6344,Spending quality time with a friend!!!,2019-12-15T23:11:55Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3184,6.432732633294438e+17,racquel,6344,How cute she is!!!,2019-12-15T19:14:25Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3188,5.416654144809206e+17,crayon🐌,7278,So cute,2019-12-15T05:43:04Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3189,2.408135106139259e+17,pinkchocoa,6666,🥁,2019-12-15T05:20:23Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3193,2.408135106139259e+17,pinkchocoa,6666,tsuki took over the boxing!,2019-12-15T02:31:17Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,sea,sea
3194,6.417876429331497e+17,Here There Be Dragons,8771,Do I need anything except the third floor for Dawn to make me swing blueprints?,2019-12-15T01:32:49Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,eu,east,east,sea
3195,3.1476907659965235e+17,EncycloChameleon,3886,Heh. Nice,2019-12-14T16:36:45Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3219,3.590005478415401e+17,A Literal God,3753,I love this,2019-12-14T02:53:11Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3223,6.228578901302968e+17,bevgrey,4403,"<@614042911079923722>. For me, it's usually around midnight.",2019-12-14T02:16:10Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
3224,6.228578901302968e+17,bevgrey,4403,<@219213707979390976>. It's a carpet beater.  You hit the carpet with it to drive the dust out.  It is very old-fashioned.,2019-12-14T02:15:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
3240,6.375728217316393e+17,Nine,8515,OMG,2019-12-13T23:45:58Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3241,6.375728217316393e+17,Nine,8515,What a scary Movie 😱,2019-12-13T22:09:23Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3242,6.375728217316393e+17,Nine,8515,Heimkino!,2019-12-13T22:07:58Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3250,6.432732633294438e+17,racquel,6344,So ADORABLE!!!,2019-12-13T12:25:03Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3272,6.524210371659039e+17,naden,9016,What a cute group of friends!,2019-12-13T03:36:47Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,sea
3273,3.590005478415401e+17,A Literal God,3753,The boyfs!,2019-12-13T01:17:33Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3274,3.590005478415401e+17,A Literal God,3753,The boy nekid,2019-12-12T21:20:45Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
3277,2.408135106139259e+17,pinkchocoa,6666,i cleared the gachapon machine 😋,2019-12-12T18:26:05Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3278,6.432732633294438e+17,racquel,6344,Ok. It's just me!!! 🤪,2019-12-12T12:34:10Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3279,4.73533056162988e+17,츠설(tsushol),8891,Nothing has changed.,2019-12-12T12:27:23Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
3280,6.432732633294438e+17,racquel,6344,"Does the sword in the background look a bit more colorful than usual, or have I just never noticed it before?",2019-12-12T12:26:47Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3281,6.432732633294438e+17,racquel,6344,"Between the snow covering his ears and the pinwheel covering his face, he just looks like a poorly made snowman!!! LOL",2019-12-12T12:17:57Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3282,6.238249405961994e+17,Leoley,775,Posing for Chi's camera #tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-12T07:40:40Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,sea,east
3285,6.524210371659039e+17,naden,9016,I finally remembered to take random pictures to see what I could find! Going on an Adventure #tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-12T03:45:08Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,sea,eu,east,sea,east
3286,5.76798426948436e+17,spygirl,6975,Funny Bunny!!,2019-12-12T02:54:08Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
3289,5.76798426948436e+17,spygirl,6975,<@!309246803369525248> where did the “Camera-caption” event happen?,2019-12-12T02:52:20Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3290,5.774678816342671e+17,Little Bear,8469,Those are good friends. Missing mine :(,2019-12-11T23:07:07Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3291,5.774678816342671e+17,Little Bear,8469,#tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-11T17:49:24Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,sea,sea
3298,6.175643610111017e+17,minnepeg,8042,"Still no Christmas update? Are we getting one, does anyone know? 🎄 ⛄️",2019-12-10T20:58:54Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3299,2.171614918859817e+17,Vya,2655,Fermented Carrot Juice #tsukiadventure @HyperBeard https://hyperbeard.com/game/tsuki/install,2019-12-10T15:29:13Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,eu,east,sea,east
3300,2.171614918859817e+17,Vya,2655,Better luck next time.,2019-12-10T14:40:32Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
3301,2.171614918859817e+17,Vya,2655,Damn,2019-12-10T14:40:23Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
3305,2.171614918859817e+17,Vya,2655,Eddie gives lots of cans,2019-12-10T13:46:24Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
3306,2.171614918859817e+17,Vya,2655,Hmm you should go to the city in the morning,2019-12-10T13:46:19Z,tsuki-discussion,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,sea,east,sea
